file,compactness
0010_mask.png,0.7587420148454962
0071_mask.png,0.7325193149959223
0098_pred_mask.png,0.7742722438367823
0080_mask.png,0.7304041134876903
0018_mask.png,0.7410984406440269
0046_pred_mask.png,0.713965543145055
0097_pred_mask.png,0.7710458886505462
0127_pred_mask.png,1.1374934024812693
0008_mask.png,0.7486383950885035
0078_mask.png,0.7351848526613498
0116_pred_mask.png,0.7903440426842225
0042_pred_mask.png,0.7223647297846819
0034_pred_mask.png,0.7675650218861448
0125_pred_mask.png,0.7390404377073072
0064_pred_mask.png,0.7884945468862812
0118_pred_mask.png,1.176286432193899
0049_pred_mask.png,0.7749922705718914
0077_mask.png,0.700876915726833
0120_pred_mask.png,0.7323091249338693
0099_pred_mask.png,0.7473580085205103
0038_pred_mask.png,0.7672519731834797
0014_mask.png,0.7445440036518975
0081_mask.png,0.7368345579650131
0013_mask.png,0.8413432684694142
0050_pred_mask.png,0.7589258150283231
0044_pred_mask.png,0.7486127170461028
0079_mask.png,0.7472206493935464
0076_mask.png,0.7455537753946759
0007_mask.png,0.7717033577695029
0004_mask.png,0.7542502386547753
0051_pred_mask.png,0.7457930599805537
0067_pred_mask.png,0.7577614432289674
0045_pred_mask.png,0.7603718421806366
0041_pred_mask.png,0.7748933975481568
0019_mask.png,0.7504113332529743
0065_pred_mask.png,0.8371112900971793
0101_pred_mask.png,0.7703305001785897
0020_mask.png,0.7391275677950965
0061_pred_mask.png,0.7575774952284929
0058_pred_mask.png,0.7772986905853858
0006_mask.png,0.7633504506779832
0053_pred_mask.png,0.7743352011893717
0030_pred_mask.png,0.7259098309973563
0005_mask.png,0.7633504506779832
0001_mask.png,0.7728507933486776
0073_mask.png,0.7230914676290331
0075_mask.png,0.7869207443967868
0027_pred_mask.png,0.775299887414597
0086_mask.png,0.7309750977944158
0107_pred_mask.png,0.5789494630327453
0031_pred_mask.png,0.7153240512522017
0023_pred_mask.png,0.7587414776204655
0009_mask.png,1.4664386724915355
0104_pred_mask.png,0.6971815985864471
0119_pred_mask.png,0.7533224993828387
0084_mask.png,0.7648188386590041
0082_mask.png,0.7906244603078487
0057_pred_mask.png,0.7605773918337505
0033_pred_mask.png,0.7740602937168799
0062_pred_mask.png,0.7097699230886552
0024_pred_mask.png,0.7938657257986651
0128_pred_mask.png,0.7329603985092842
0074_mask.png,0.7295868652632744
0103_pred_mask.png,0.7704176689634599
0111_pred_mask.png,0.7807110906092365
0052_pred_mask.png,0.7641725588423232
0026_mask.png,0.7640439941029957
0121_pred_mask.png,0.7285320472213828
0012_mask.png,0.7517639508660803
0048_pred_mask.png,0.7629828007820081
0040_pred_mask.png,0.772601493010784
0092_pred_mask.png,0.766286965438524
0017_mask.png,0.7561411871266973
0100_pred_mask.png,0.7612386451843057
0124_pred_mask.png,0.7342408529981728
0029_pred_mask.png,0.7711628203413355
0094_pred_mask.png,0.7488286490571988
0063_pred_mask.png,0.7369332545197849
0122_pred_mask.png,0.7396914509090389
0096_pred_mask.png,0.7523447458209678
0056_pred_mask.png,0.7671055424829871
0054_pred_mask.png,0.7399352591933345
0069_mask.png,0.7277347490546242
0032_pred_mask.png,0.7560157163911153
0070_mask.png,0.7083574836110265
0087_mask.png,0.7743191693373691
0083_mask.png,0.7779857961151885
0047_pred_mask.png,0.7531080314241768
0089_mask.png,0.7419143948221021
0085_mask.png,0.7308250690630732
0016_mask.png,0.8420828961442034
0093_pred_mask.png,0.7679022475897043
0036_pred_mask.png,0.7656676892294958
0002_mask.png,0.7553951771809152
0025_pred_mask.png,0.7952609468275785
0105_pred_mask.png,0.7779326941775351
0095_pred_mask.png,0.7212943387927039
0109_pred_mask.png,0.7629433866862387
0022_pred_mask.png,0.7557255730502168
0108_pred_mask.png,0.7709340859748471
0072_mask.png,0.7109166803692489
0037_pred_mask.png,0.7591365759564447
0123_pred_mask.png,0.7445471375235474
0115_pred_mask.png,0.7111981246840875
0059_pred_mask.png,0.7451182170688915
0055_pred_mask.png,0.7825444504868391
0126_pred_mask.png,1.1755196646485127
0114_pred_mask.png,0.7519236986515963
0003_mask.png,0.7713719041459598
0106_pred_mask.png,0.7594688249685609
0117_pred_mask.png,0.7403934773341145
0021_mask.png,0.7514992552977755
0068_pred_mask.png,0.7799897872014068
0112_pred_mask.png,0.75674374585591
0043_pred_mask.png,0.7686234496884049
0060_pred_mask.png,0.7686571999946495
0113_pred_mask.png,0.762578856570322
0090_pred_mask.png,0.7226998840593232
0028_pred_mask.png,0.7372305860674153
0066_pred_mask.png,0.6071201438153242
0091_pred_mask.png,0.7720426383837967
0102_pred_mask.png,0.8084428066839445
0011_mask.png,0.8361549894324696
0039_pred_mask.png,0.7758526169205756
0015_mask.png,0.7617934387662076
0110_pred_mask.png,0.7767714310443775
0088_mask.png,0.7224792889708136
0035_pred_mask.png,0.6888298900895818
